ปี,ข้อที่,ประเภท,หมวดหมู่,โจทย์,ตัวเลือก ก,ตัวเลือก ข,ตัวเลือก ค,ตัวเลือก ง,เฉลย,คำอธิบาย
ปี 2566,10,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,ธาตุ A อยู่ในคาบที่ 3 มีค่าพลังงานไอออไนเซชัน (kJ/mol) ดังนี้ IE1 IE2 IE3 IE4 IE5 IE6 577 1823 2751 11584 14837 18384 ข้อใดคือสูตรของสารประกอบซัลไฟด์ของ A,AS,AS2,AS3,A2S3,ค,(verified) ดูรูปในหน้า 4 ของข้อสอบปี 66
ปี 2566,11,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,"พิจารณาข้อมูลของสารประกอบไอออนิกต่อไปนี้ สารประกอบไอออนิก ไอออนบวก, จำนวนอิเล็กตรอน ในระดับพลังงานย่อย 3d ไอออนลบ จำนวน ไอออนบวก : ไอออนลบ 1 A+, 0 GO4x– 3 : 1 2 D3+, 6 JO4y– 2 : 3 3 E2+, 0 LO4z– 1 : 2 ธาตุ A, D, E เป็นธาตุในคาบที่ 4 ในขณะที่ธาตุ G, J, L เป็นธาตุในคาบที่ 3 และไอออนลบทั้งสามมีรูปร่างเ","ธาตุ A, D, E เป็นโลหะในกลุ่มธาตุหมู่หลัก","ธาตุ G, J, L อยู่ในหมู่ 16, 15, 14 ตามลำดับ",สารประกอบไอออนิกระหว่าง E กับ L มีสูตรเป็น EL2,สารประกอบไอออนิกระหว่าง A กับ G มีสูตรเป็น A2G,ก,(verified) ดูรูปในหน้า 4 ของข้อสอบปี 66
ปี 2566,12,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,"ธาตุ A, D และ E อยู่ในคาบที่ 4 มีสมบัติทางกายภาพและทางเคมีดังนี้ ธาตุ สถานะ สมบัติการนำไฟฟ้า พลังงานไอออไนเซชัน ลำดับที่ 1 (IE1, kJ/mol) สมบัติทางเคมี A ของแข็ง นำไฟฟ้าได้ดี 419 ทำปฏิกิริยากับน้ำอย่างรวดเร็ว ให้สารละลายที่เปลี่ยนสี ฟีนอล์ฟทาลีนเป็นสีชมพู D ของแข็ง นำไฟฟ้าได้ดี 665 ไม่ทำปฏิกิริยากับน",ธาตุ A และ D เป็นโลหะแอลคาไลและโลหะแอลคาไลน์เอิร์ท ตามลำดับ,จำนวนอิเล็กตรอนของธาตุ D มากกว่าธาตุ 20Ca,ธาตุ G เป็นธาตุหมู่หลักและอยู่หมู่เดียวกับธาตุ E,ขนาดอะตอมของ A > D > E,ง,(verified) ดูรูปในหน้า 4 ของข้อสอบปี 66
ปี 2566,13,ปรนัย (MC),พันธะเคมี,ธาตุ 4 ชนิดเกิดสารประกอบกับ O ได้สารประกอบที่มีสูตรเคมีเหมือนกัน แต่มีสมบัติต่างกันดังข้อมูลในตาราง ธาตุ สมบัติของสารประกอบกับ O A AO2 : A2+ มีการจัดเรียงอิเล็กตรอนเหมือนกับ 18Ar โดยที่ไอออนลบมีสูตร O22– D DO2 : โมเลกุลโคเวเลนต์ไม่มีขั้ว โดยมี D เป็นอะตอมกลางและมีจำนวนอิเล็กตรอนครบออกเตต E EO2 : โมเ,D อยู่ในคาบที่ 2,E มีจำนวนโปรตอนน้อยที่สุด,A มีจำนวนเวเลนซ์อิเล็กตรอนเท่ากับ 2,G2+ มีจำนวนอิเล็กตรอนใน 4s เท่ากับ 2,ข,(verified) ดูรูปในหน้า 5 ของข้อสอบปี 66
ปี 2566,14,ปรนัย (MC),พันธะเคมี,"พิจารณาสมบัติของสารประกอบคลอไรด์ของธาตุ A, D, E และ G ในตารางต่อไปนี้ ธาตุ สมบัติของสารประกอบคลอไรด์ A ACl3 : ไอออนของธาตุ A มีการจัดอิเล็กตรอนเป็น [18Ar] 3d5 D DCl2 : โมเลกุลโคเวเลนต์ มีอิเล็กตรอนคู่โดดเดี่ยวที่อะตอมกลาง 2 คู่ E ECl4 : โมเลกุลโคเวเลนต์ ไม่มีอิเล็กตรอนคู่โดดเดี่ยวที่อะตอมกลาง G GCl3",อะตอมของธาตุ D(g) รับอิเล็กตรอนได้ง่ายที่สุด,ขนาดอะตอมของ A > D > E > G,ธาตุ E มีเลขอะตอมเท่ากับ 16,ธาตุ G มีค่า IE1 สูงกว่า 7N,ค,(verified) ดูรูปในหน้า 5 ของข้อสอบปี 66
ปี 2566,15,ปรนัย (MC),พันธะเคมี,"กำหนดค่าพลังงานไอออไนเซชันลำดับที่ 1 ถึง 6 ของธาตุ A, D, E และ G ดังนี้ ธาตุ พลังงานไอออไนเซชัน (kJ/mol ) IE1 IE2 IE3 IE4 IE5 IE6 A 495.9 4560 6900 9540 13400 16600 D 577.9 1820 2750 11600 14800 18400 E 786.3 1580 3230 4360 16000 20000 G 1012 1904 2910 4960 6240 21000 ธาตุทั้ง 4 ชนิดอยู่ในคาบที่ 3 ข","A2O, สารประกอบไอออนิก","DO3, สารประกอบไอออนิก","EO2, สารประกอบโคเวเลนต์","G2O5, สารประกอบโคเวเลนต์",ก,(verified) ดูรูปในหน้า 5 ของข้อสอบปี 66
ปี 2566,16,ปรนัย (MC),พันธะเคมี,"สารประกอบออกไซด์ของโลหะแทรนซิชัน 4 ธาตุมีสูตรเป็น AO2, DO, EO3 และ G2O3 จำนวนอิเล็กตรอนใน ระดับพลังงานย่อย 3d ของไอออนของธาตุ A, D, E และ G ตามลำดับเป็นดังข้อใด กำหนดให้ 25A, 30D, 27E, 26G","0, 10, 0, 4","1, 8, 1, 3","3, 10, 3, 5","5, 10, 7, 6",ง,(verified) ดูรูปในหน้า 5 ของข้อสอบปี 66
ปี 2566,17,ปรนัย (MC),พันธะเคมี,"พิจารณาข้อมูลเกี่ยวกับเลขออกซิเดชันสูงสุดของธาตุแทรนซิชันในคาบที่ 4 ดังตาราง ธาตุแทรนซิชัน เลขออกซิเดชันสูงสุด A +7 D +5 E +4 G +6 เลขหมู่ของธาตุ A, D, E และ G ตามลำดับเป็นดังข้อใด","6, 4, 3, 5","7, 5, 4, 6","8, 6, 5, 6","9, 7, 6, 8",ข,(verified) ดูรูปในหน้า 5 ของข้อสอบปี 66
ปี 2566,18,ปรนัย (MC),พันธะเคมี,ไอออนหรือโมเลกุลในข้อใดที่อะตอมกลางมีอิเล็กตรอนคู่โดดเดี่ยวเท่ากัน และระบุจำนวนคู่ได้ถูกต้อง,H2O และ PH3 2 คู่,XeF2 และ SF4 2 คู่,SO3 และ SO42– 1 คู่,ClO3– และ H3O+ 1 คู่,ค,(verified) ดูรูปในหน้า 5 ของข้อสอบปี 66
ปี 2566,19,ปรนัย (MC),พันธะเคมี,พิจารณาสารต่อไปนี้ FeCl3 Na2O2 SF6 SO2 (กำหนดให้ ไอออนลบใน Na2O2 มีสูตร O22–) อะตอมหรือไอออนในสารใดที่สร้างพันธะแล้วไม่สามารถเขียนโครงสร้างลิวอิสให้เป็นไปตามกฎออกเตตได้,Fe ใน FeCl3 และ S ใน SF6,Na ใน Na2O2 และ Fe ใน FeCl3,O ใน Na2O2 และ S ใน SO2,S ใน SF6 และ S ใน SO2,ก,(verified) ดูรูปในหน้า 6 ของข้อสอบปี 66
ปี 2566,20,ปรนัย (MC),พันธะเคมี,"ธาตุ Q, R และ T มีเลขอะตอม 24, 19 และ 17 ตามลำดับ ข้อใดถูกเกี่ยวกับสารประกอบของธาตุเหล่านี้",สารประกอบระหว่าง R กับ T เมื่อละลายน้ำแล้วเติม Na2CO3 จะเกิดตะกอน,สารประกอบระหว่าง R กับ T มีสูตร RT เมื่อละลายน้ำจะได้สารละลายที่นำไฟฟ้า,Q ไม่เกิดสารประกอบกับธาตุอื่น ๆ ยกเว้นฟลูออรีน เนื่องจากมีพันธะโลหะที่แข็งแรง,สารประกอบระหว่าง Q กับ T มีสูตร QT3 เมื่อละลายน้ำจะเกิดแก๊สและได้สารละลายมีสี,ง,(verified) ดูรูปในหน้า 6 ของข้อสอบปี 66
ปี 2566,21,ปรนัย (MC),พันธะเคมี,ไซยาไนด์เป็นสารพิษ สามารถกำจัดได้ด้วยโซเดียมไทโอซัลเฟตและโซเดียมไนไทรต์ ปฏิกิริยาที่เกี่ยวข้องทำให้ ไอออนเกิดการเปลี่ยนแปลงดังนี้ CN– → SCN– S2O32– → SO32– และ NO2– → NO3– ข้อใดถูก (กำหนดให้ S2O32– มี S เป็นอะตอมกลาง 1 อะตอม),SCN– และ CN– ไม่มีเรโซแนนซ์,SO32– และ NO3– มีรูปร่างโมเลกุลเหมือนกัน,ไม่สามารถเขียนสูตรลิวอิสของ S2O32– ที่เป็นไปตามกฎออกเตตได้,มุมพันธะ O–X–O ในไอออนต่าง ๆ เปรียบเทียบได้ดังนี้ SO32– < NO2– < NO3–,ข,(verified) ดูรูปในหน้า 6 ของข้อสอบปี 66
